_id,Поезд_вагон,Вокзал выезда,Вокзал приезда,Время выезда ,Дата выезда,Класс вагона,Количество мест 15/06/2019,Номер вагона,Номер поезда,Продолжительность поездки (мин),Цена 15/06/2019,Количество мест 16/06/2019,Цена 16/06/2019,Количество мест 17/06/2019,Цена 17/06/2019,Количество мест 20/06/2019,Цена 20/06/2019,Количество мест 21/06/2019,Цена 21/06/2019,Количество мест 22/06/2019,Цена 22/06/2019,Количество мест 23/06/2019,Цена 23/06/2019,Количество мест 24/06/2019,Цена 24/06/2019,Количество мест 25/06/2019,Цена 25/06/2019,Количество мест 26/06/2019,Цена 26/06/2019,Количество мест 27/06/2019,Цена 27/06/2019,Количество мест 28/06/2019,Цена 28/06/2019,Количество мест 29/06/2019,Цена 29/06/2019,Количество мест 30/06/2019,Цена 30/06/2019,Количество мест 01/07/2019,Цена 01/07/2019,Количество мест 02/07/2019,Цена 02/07/2019,Количество мест 03/07/2019,Цена 03/07/2019,Количество мест 04/07/2019,Цена 04/07/2019,Количество мест 05/07/2019,Цена 05/07/2019,Количество мест 06/07/2019,Цена 06/07/2019,Количество мест 07/07/2019,Цена 07/07/2019,Количество мест 08/07/2019,Цена 08/07/2019,Количество мест 09/07/2019,Цена 09/07/2019,Количество мест 10/07/2019,Цена 10/07/2019,Количество мест 11/07/2019,Цена 11/07/2019,Количество мест 12/07/2019,Цена 12/07/2019,Количество мест 13/07/2019,Цена 13/07/2019,Количество мест 14/07/2019,Цена 14/07/2019,Количество мест 15/07/2019,Цена 15/07/2019,Количество мест 16/07/2019,Цена 16/07/2019,Количество мест 17/07/2019,Цена 17/07/2019,Количество мест 18/07/2019,Цена 18/07/2019,Количество мест 19/07/2019,Цена 19/07/2019,Количество мест 22/07/2019,Цена 22/07/2019,Количество мест 24/07/2019,Цена 24/07/2019,Количество мест 29/07/2019,Цена 29/07/2019,Количество мест 01/08/2019,Цена 01/08/2019,Количество мест 02/08/2019,Цена 02/08/2019,Количество мест 03/08/2019,Цена 03/08/2019,Количество мест 04/08/2019,Цена 04/08/2019,Количество мест 05/08/2019,Цена 05/08/2019,Количество мест 06/08/2019,Цена 06/08/2019,Количество мест 07/08/2019,Цена 07/08/2019,Количество мест 09/08/2019,Цена 09/08/2019,Количество мест 10/08/2019,Цена 10/08/2019,Количество мест 11/08/2019,Цена 11/08/2019,Количество мест 12/08/2019,Цена 12/08/2019,Количество мест 13/08/2019,Цена 13/08/2019,Количество мест 14/08/2019,Цена 14/08/2019,Количество мест 15/08/2019,Цена 15/08/2019,Количество мест 16/08/2019,Цена 16/08/2019,Количество мест 17/08/2019,Цена 17/08/2019,Количество мест 18/08/2019,Цена 18/08/2019,Количество мест 19/08/2019,Цена 19/08/2019,Количество мест 20/08/2019,Цена 20/08/2019,Количество мест 21/08/2019,Цена 21/08/2019,Количество мест 22/08/2019,Цена 22/08/2019,Количество мест 23/08/2019,Цена 23/08/2019,Количество мест 24/08/2019,Цена 24/08/2019,Количество мест 25/08/2019,Цена 25/08/2019,Количество мест 27/08/2019,Цена 27/08/2019,Количество мест 28/08/2019,Цена 28/08/2019,Количество мест 30/08/2019,Цена 30/08/2019,Количество мест 31/08/2019,Цена 31/08/2019,Количество мест 02/09/2019,Цена 02/09/2019,Количество мест 03/09/2019,Цена 03/09/2019,Количество мест 04/09/2019,Цена 04/09/2019,Количество мест 05/09/2019,Цена 05/09/2019,Количество мест 06/09/2019,Цена 06/09/2019,Количество мест 07/09/2019,Цена 07/09/2019
ObjectId("5d04fee1e8e0939b92700ce5"),760А+5,Москва Октябрьская,Санкт-Петербург-Главн.,09:40:00,08092019,2Е,16,5,760А,230,5357.6,16,5357.6,16,5357.6,16,5357.6,16,5357.6,16,5570.299999999999,16,5570.299999999999,16,5570.299999999999,16,5570.299999999999,16,5570.299999999999,16,5570.299999999999,16,5570.299999999999,16,5570.299999999999,16,5570.299999999999,16,5570.299999999999,16,5519.1,16,5519.1,16,5519.1,16,5519.1,16,5519.1,16,5519.1,16,5519.1,16,5519.1,16,5519.1,16,5736.5,16,5736.5,16,5736.5,16,5736.5,16,5736.5,16,5736.5,16,5736.5,16,5736.5,16,5736.5,16,5773.1,16,5773.1,16,5905.299999999999,16,5905.299999999999,16,5905.299999999999,16,6119.6,16,6119.6,16,6119.6,16,6119.6,16,6119.6,16,6119.6,16,6288.4,16,6288.4,16,6288.4,16,6288.4,16,6288.4,16,6288.4,16,6288.4,16,6288.4,16,6288.4,16,6288.4,16,6288.4,16,6288.4,16,6526.7,16,6526.7,16,6526.7,15,6526.7,11,6526.7,11,6526.7,11,6443.1,12,7718.799999999999,10,7718.799999999999,,,7,7598.1,,,,,,
ObjectId("5d04fee1e8e0939b92700ce7"),760А+6,Москва Октябрьская,Санкт-Петербург-Главн.,09:40:00,08092019,2С,52,6,760А,230,3136.9800000000005,52,3136.9800000000005,51,3136.9800000000005,51,3136.9800000000005,51,3136.9800000000005,51,3351.8199999999997,51,3351.8199999999997,51,3351.8199999999997,51,3351.8199999999997,51,3351.8199999999997,50,3351.8199999999997,50,3351.8199999999997,50,3351.8199999999997,50,3351.8199999999997,50,3351.8199999999997,50,3300.5800000000004,50,3300.5800000000004,50,3300.5800000000004,50,3300.5800000000004,50,3300.5800000000004,50,3300.5800000000004,50,3300.5800000000004,50,3300.5800000000004,50,3300.5800000000004,50,3519.46,48,3519.46,48,3519.46,48,3519.46,41,3519.46,41,3519.46,41,3519.46,41,3519.46,41,3519.46,41,3556.9800000000005,40,3556.9800000000005,37,3689.4199999999996,35,3689.4199999999996,35,3689.4199999999996,35,3906.78,35,3906.78,31,3906.78,31,3906.78,28,3906.78,25,3906.78,25,4077.1400000000003,25,4077.1400000000003,22,4077.1400000000003,21,4077.1400000000003,16,4077.1400000000003,14,4115.6,13,4115.6,13,4115.6,13,4115.6,12,4094.2333333333336,12,4094.2333333333336,10,4094.2333333333336,7,4429.3,6,4429.3,6,4429.3,3,4429.3,3,4429.3,3,4429.3,1,4342.1,,,,,,,,,,,,,,
ObjectId("5d04fee1e8e0939b92700ce9"),760А+7,Москва Октябрьская,Санкт-Петербург-Главн.,09:40:00,08092019,2С,60,7,760А,230,3136.9800000000005,60,3136.9800000000005,60,3136.9800000000005,60,3136.9800000000005,60,3136.9800000000005,58,3351.8199999999997,57,3351.8199999999997,57,3351.8199999999997,57,3351.8199999999997,56,3351.8199999999997,56,3351.8199999999997,56,3351.8199999999997,56,3351.8199999999997,56,3351.8199999999997,54,3351.8199999999997,54,3300.5800000000004,52,3300.5800000000004,52,3300.5800000000004,50,3300.5800000000004,50,3300.5800000000004,50,3300.5800000000004,50,3300.5800000000004,50,3300.5800000000004,50,3300.5800000000004,50,3519.46,50,3519.46,50,3519.46,50,3519.46,50,3519.46,50,3519.46,50,3519.46,50,3519.46,50,3519.46,50,3556.9800000000005,48,3556.9800000000005,25,3667.4,24,3667.4,24,3667.4,24,3882.7000000000003,24,3882.7000000000003,24,3882.7000000000003,24,3882.7000000000003,24,3882.7000000000003,18,3842.566666666667,17,4008.7666666666664,17,4008.7666666666664,17,4008.7666666666664,17,4008.7666666666664,16,4008.7666666666664,14,4008.7666666666664,14,4008.7666666666664,12,4008.7666666666664,12,4008.7666666666664,8,4008.7666666666664,7,4008.7666666666664,4,4051.5,3,4289.3,3,4289.3,3,4289.3,2,4429.3,1,4429.3,,,,,,,,,,,,,,,,,,
ObjectId("5d04fee1e8e0939b92700ceb"),760А+8,Москва Октябрьская,Санкт-Петербург-Главн.,09:40:00,08092019,2С,60,8,760А,230,3136.9800000000005,60,3136.9800000000005,60,3136.9800000000005,57,3136.9800000000005,57,3136.9800000000005,57,3351.8199999999997,57,3351.8199999999997,57,3351.8199999999997,57,3351.8199999999997,57,3351.8199999999997,57,3351.8199999999997,57,3351.8199999999997,57,3351.8199999999997,57,3351.8199999999997,57,3351.8199999999997,57,3300.5800000000004,57,3300.5800000000004,57,3300.5800000000004,57,3300.5800000000004,57,3300.5800000000004,57,3300.5800000000004,57,3300.5800000000004,57,3300.5800000000004,57,3300.5800000000004,57,3519.46,55,3519.46,55,3519.46,55,3519.46,53,3519.46,53,3519.46,53,3519.46,53,3519.46,53,3519.46,53,3556.9800000000005,53,3556.9800000000005,53,3689.4199999999996,53,3689.4199999999996,48,3689.4199999999996,21,3882.7000000000003,21,3882.7000000000003,21,3882.7000000000003,21,3882.7000000000003,16,3882.7000000000003,14,3882.7000000000003,14,4051.5,14,4051.5,18,4051.5,18,4051.5,18,4051.5,18,4051.5,18,4051.5,18,4051.5,18,4051.5,18,4051.5,16,4051.5,15,4008.7666666666664,6,4242.633333333334,6,4242.633333333334,6,4242.633333333334,5,4242.633333333334,4,4242.633333333334,3,4289.3,,,,,,,,,,,,,,,,
ObjectId("5d04fee1e8e0939b92700ced"),760А+9,Москва Октябрьская,Санкт-Петербург-Главн.,09:40:00,08092019,2С,64,9,760А,230,3136.9800000000005,64,3136.9800000000005,64,3136.9800000000005,64,3136.9800000000005,64,3136.9800000000005,64,3351.8199999999997,64,3351.8199999999997,64,3351.8199999999997,64,3351.8199999999997,64,3351.8199999999997,64,3351.8199999999997,64,3351.8199999999997,64,3351.8199999999997,64,3351.8199999999997,64,3351.8199999999997,64,3300.5800000000004,62,3300.5800000000004,62,3300.5800000000004,62,3300.5800000000004,62,3300.5800000000004,62,3300.5800000000004,62,3300.5800000000004,62,3300.5800000000004,62,3300.5800000000004,62,3519.46,62,3519.46,62,3519.46,62,3519.46,60,3519.46,60,3519.46,60,3519.46,60,3519.46,60,3519.46,56,3556.9800000000005,56,3556.9800000000005,55,3689.4199999999996,10,3557.3,10,3557.3,10,3762.3,10,3762.3,10,3762.3,10,3762.3,10,3762.3,8,3762.3,8,3923.3,8,3923.3,8,3923.3,8,3923.3,8,3923.3,8,3923.3,8,3923.3,8,3923.3,8,3923.3,8,3923.3,7,3923.3,7,3923.3,2,4149.3,2,4149.3,2,4149.3,1,4149.3,,,,,,,,,,,,,,,,,,,,
ObjectId("5d04fee1e8e0939b92700cef"),760А+10,Москва Октябрьская,Санкт-Петербург-Главн.,09:40:00,08092019,2В,38,10,760А,230,3514.3,36,3514.3,32,3514.3,30,3514.3,28,3514.3,28,3726.5,26,3726.5,25,3726.5,26,3726.5,26,3726.5,26,3726.5,26,3726.5,26,3726.5,26,3726.5,26,3726.5,26,3676.3,26,3676.3,26,3676.3,26,3676.3,26,3676.3,26,3676.3,26,3676.3,25,3676.3,23,3676.3,16,3859.2666666666664,16,3859.2666666666664,14,3859.2666666666664,14,3859.2666666666664,14,3859.2666666666664,12,3859.2666666666664,12,3859.2666666666664,12,3859.2666666666664,10,3859.2666666666664,10,3895.6666666666665,8,3895.6666666666665,5,4024.8000000000006,3,3951.4,3,3951.4,3,4156.4,3,4156.4,3,4156.4,3,4156.4,3,4156.4,2,4156.4,2,4316.4,2,4316.4,2,4316.4,2,4316.4,2,4316.4,2,4316.4,2,4316.4,2,4316.4,2,4316.4,1,4316.4,,,1,4316.4,1,4543.4,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectId("5d04fee2e8e0939b92700cf1"),762А+1,Москва Октябрьская,Санкт-Петербург-Главн.,11:30:00,08092019,1В,17,1,762А,226,12155.199999999999,17,12155.199999999999,17,12155.199999999999,17,12155.199999999999,17,12155.199999999999,17,12155.199999999999,17,12155.199999999999,17,12155.199999999999,17,12155.199999999999,17,12748.6,17,12748.6,17,12748.6,17,12748.6,17,12748.6,17,12748.6,17,12606.699999999999,17,12606.699999999999,17,12606.699999999999,17,12606.699999999999,17,12606.699999999999,17,12606.699999999999,17,12606.699999999999,17,12606.699999999999,17,12606.699999999999,17,12606.699999999999,17,12606.699999999999,17,12606.699999999999,17,12606.699999999999,17,12606.699999999999,17,13213,17,13213,17,13213,17,13213,17,13058.199999999999,17,13058.199999999999,17,13058.199999999999,17,13316.199999999999,17,13316.199999999999,17,13316.199999999999,17,13316.199999999999,17,13316.199999999999,17,13316.199999999999,17,13316.199999999999,17,13316.199999999999,17,13154.966666666665,17,13154.966666666665,17,13154.966666666665,17,13154.966666666665,17,13509.699999999999,17,13509.699999999999,14,13509.699999999999,14,13509.699999999999,14,13509.699999999999,14,13509.699999999999,14,14090.199999999999,13,14090.199999999999,13,14090.199999999999,13,14090.199999999999,13,14090.199999999999,13,14090.199999999999,13,14754.566666666666,13,14754.566666666666,13,14541.699999999999,12,15186.699999999999,11,15186.699999999999,,,10,18411.7,9,18151.6,9,18151.6,9,18151.6
ObjectId("5d04fee2e8e0939b92700cf3"),762А+2,Москва Октябрьская,Санкт-Петербург-Главн.,11:30:00,08092019,1С,40,2,762А,226,6509.900000000001,40,6509.900000000001,40,6509.900000000001,39,6509.900000000001,39,6509.900000000001,39,6509.900000000001,39,6509.900000000001,39,6509.900000000001,39,6509.900000000001,39,6934.8,39,6934.8,39,6934.8,39,6934.8,39,6934.8,39,6934.8,39,6833.400000000001,39,6833.400000000001,39,6833.400000000001,39,6833.400000000001,39,6833.400000000001,39,6833.400000000001,39,6833.400000000001,39,6833.400000000001,39,6833.400000000001,39,6833.400000000001,39,6833.400000000001,39,6833.400000000001,39,6833.400000000001,39,6833.400000000001,39,7267.2,39,7267.2,39,7267.2,39,7267.2,39,7156.900000000001,39,7156.900000000001,38,7156.900000000001,38,7341.400000000001,38,7341.400000000001,37,7341.400000000001,37,7341.400000000001,37,7341.400000000001,37,7341.400000000001,37,7341.400000000001,37,7341.400000000001,37,7225.900000000001,37,7225.900000000001,34,7225.900000000001,34,7225.900000000001,34,7479.900000000001,34,7479.900000000001,34,7479.900000000001,34,7479.900000000001,34,7479.900000000001,34,7479.900000000001,34,7895.900000000001,32,7895.900000000001,32,7895.900000000001,33,7895.900000000001,33,7895.900000000001,33,7895.900000000001,33,8371.5,33,8371.5,33,8219.400000000001,32,8681.400000000001,32,8681.400000000001,,,32,10891.900000000001,20,10545.1,19,10545.1,12,10776.300000000001
ObjectId("5d04fee2e8e0939b92700cf5"),762А+3,Москва Октябрьская,Санкт-Петербург-Главн.,11:30:00,08092019,2С,58,3,762А,226,3103.4200000000005,58,3103.4200000000005,57,3103.4200000000005,57,3103.4200000000005,57,3103.4200000000005,57,3103.4200000000005,57,3103.4200000000005,56,3103.4200000000005,56,3103.4200000000005,56,3313.9800000000005,56,3313.9800000000005,56,3313.9800000000005,56,3313.9800000000005,56,3313.9800000000005,54,3313.9800000000005,54,3263.8200000000006,44,3263.8200000000006,44,3263.8200000000006,44,3263.8200000000006,44,3263.8200000000006,44,3263.8200000000006,44,3263.8200000000006,44,3263.8200000000006,44,3263.8200000000006,44,3263.8200000000006,44,3263.8200000000006,44,3263.8200000000006,44,3263.8200000000006,41,3263.8200000000006,39,3478.7400000000002,39,3478.7400000000002,39,3478.7400000000002,39,3478.7400000000002,37,3394.0000000000005,37,3394.0000000000005,37,3394.0000000000005,37,3484.2500000000005,37,3484.2500000000005,34,3484.2500000000005,34,3484.2500000000005,34,3484.2500000000005,34,3484.2500000000005,32,3484.2500000000005,31,3484.2500000000005,30,3427.7500000000005,30,3427.7500000000005,30,3427.7500000000005,26,3427.7500000000005,26,3552.0000000000005,25,3552.0000000000005,16,3552.0000000000005,16,3552.0000000000005,15,3552.0000000000005,13,3552.0000000000005,13,3754.7500000000005,13,3754.7500000000005,13,3754.7500000000005,13,3754.7500000000005,13,3754.7500000000005,12,3754.7500000000005,8,3987.4000000000005,7,3987.4000000000005,3,3850.3,2,4070.3,1,4070.3,,,,,,,,,1,5170.3
ObjectId("5d04fee2e8e0939b92700cf7"),762А+4,Москва Октябрьская,Санкт-Петербург-Главн.,11:30:00,08092019,2Р,52,4,762А,226,2992.72,50,2992.72,49,2992.72,46,2992.72,46,2992.72,37,2992.72,37,2992.72,37,2992.72,37,2992.72,32,3174.6499999999996,31,3174.6499999999996,29,3174.6499999999996,29,3174.6499999999996,29,3174.6499999999996,29,3174.6499999999996,29,3125.5499999999997,27,3125.5499999999997,27,3125.5499999999997,27,3125.5499999999997,26,3125.5499999999997,26,3125.5499999999997,26,3125.5499999999997,26,3125.5499999999997,26,3125.5499999999997,26,3125.5499999999997,24,3125.5499999999997,24,3125.5499999999997,24,3125.5499999999997,21,3125.5499999999997,21,3337.5,21,3337.5,20,3337.5,20,3337.5,20,3283.2999999999997,20,3283.2999999999997,20,3283.2999999999997,15,3373.5499999999997,14,3373.5499999999997,13,3373.5499999999997,13,3373.5499999999997,13,3373.5499999999997,13,3373.5499999999997,13,3373.5499999999997,10,3373.5499999999997,10,3317.0499999999997,8,3317.0499999999997,8,3317.0499999999997,7,3317.0499999999997,6,3441.0499999999997,4,3458.866666666667,4,3458.866666666667,3,3387.6,3,3387.6,3,3387.6,3,3585.6,2,3585.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObjectId("5d04fee2e8e0939b92700cf9"),762А+5,Москва Октябрьская,Санкт-Петербург-Главн.,11:30:00,08092019,2Е,16,5,762А,226,5357.6,16,5357.6,16,5357.6,16,5357.6,16,5357.6,16,5357.6,16,5357.6,16,5357.6,16,5357.6,16,5570.299999999999,16,5570.299999999999,16,5570.299999999999,16,5570.299999999999,16,5570.299999999999,16,5570.299999999999,16,5519.1,16,5519.1,16,5519.1,16,5519.1,16,5519.1,16,5519.1,16,5519.1,16,5519.1,16,5519.1,16,5519.1,16,5519.1,16,5519.1,16,5519.1,16,5519.1,16,5736.5,16,5736.5,16,5736.5,16,5736.5,16,5681.1,16,5681.1,16,5681.1,13,5773.1,13,5773.1,13,5773.1,13,5773.1,13,5773.1,13,5773.1,13,5773.1,13,5773.1,13,5715.6,13,5715.6,13,5715.6,13,5715.6,13,5842.6,13,5842.6,13,5842.6,13,5842.6,13,5842.6,11,5842.6,11,6050.6,11,6050.6,11,6050.6,11,6050.6,11,6050.6,11,6050.6,10,6288.4,10,6288.4,10,6212.1,10,6443.1,7,6443.1,,,7,7598.1,,,,,,
ObjectId("5d04fee2e8e0939b92700cfb"),762А+6,Москва Октябрьская,Санкт-Петербург-Главн.,11:30:00,08092019,2С,52,6,762А,226,3136.9800000000005,52,3136.9800000000005,52,3136.9800000000005,52,3136.9800000000005,52,3136.9800000000005,52,3136.9800000000005,52,3136.9800000000005,52,3136.9800000000005,52,3136.9800000000005,52,3351.8199999999997,52,3351.8199999999997,52,3351.8199999999997,52,3351.8199999999997,52,3351.8199999999997,52,3351.8199999999997,52,3300.5800000000004,52,3300.5800000000004,52,3300.5800000000004,50,3300.5800000000004,50,3300.5800000000004,50,3300.5800000000004,50,3300.5800000000004,48,3300.5800000000004,48,3300.5800000000004,48,3300.5800000000004,48,3300.5800000000004,48,3300.5800000000004,48,3300.5800000000004,48,3300.5800000000004,46,3519.46,46,3519.46,46,3519.46,43,3499.1,43,3443.7000000000003,43,3443.7000000000003,43,3443.7000000000003,40,3536.2000000000003,40,3536.2000000000003,40,3536.2000000000003,40,3536.2000000000003,40,3536.2000000000003,40,3536.2000000000003,39,3536.2000000000003,38,3536.2000000000003,38,3478.2000000000003,37,3478.2000000000003,35,3478.2000000000003,33,3478.2000000000003,33,3605.7000000000003,32,3605.7000000000003,31,3605.7000000000003,31,3605.7000000000003,31,3605.7000000000003,30,3605.7000000000003,30,3813.2000000000003,26,3813.2000000000003,23,3813.2000000000003,21,3813.2000000000003,21,3813.2000000000003,19,3813.2000000000003,18,4051.5,14,4051.5,12,4016.8333333333335,4,4342.1,,,,,,,,,,,,
ObjectId("5d04fee2e8e0939b92700cfd"),762А+7,Москва Октябрьская,Санкт-Петербург-Главн.,11:30:00,08092019,2С,62,7,762А,226,3136.9800000000005,62,3136.9800000000005,62,3136.9800000000005,62,3136.9800000000005,62,3136.9800000000005,62,3136.9800000000005,62,3136.9800000000005,62,3136.9800000000005,62,3136.9800000000005,57,3351.8199999999997,57,3351.8199999999997,57,3351.8199999999997,57,3351.8199999999997,57,3351.8199999999997,57,3351.8199999999997,57,3300.5800000000004,55,3300.5800000000004,55,3300.5800000000004,55,3300.5800000000004,55,3300.5800000000004,55,3300.5800000000004,55,3300.5800000000004,53,3300.5800000000004,53,3300.5800000000004,53,3300.5800000000004,53,3300.5800000000004,53,3300.5800000000004,53,3300.5800000000004,53,3300.5800000000004,53,3519.46,53,3519.46,53,3519.46,49,3519.46,48,3463.5800000000004,48,3463.5800000000004,48,3463.5800000000004,37,3556.9800000000005,36,3556.9800000000005,36,3556.9800000000005,36,3556.9800000000005,36,3556.9800000000005,36,3556.9800000000005,36,3556.9800000000005,36,3556.9800000000005,36,3498.38,36,3498.38,36,3498.38,36,3498.38,35,3605.7000000000003,33,3605.7000000000003,32,3605.7000000000003,30,3605.7000000000003,30,3605.7000000000003,10,3713.1,10,3930.1,10,3930.1,10,3930.1,10,3930.1,10,3930.1,10,3930.1,10,4179.7,10,4179.7,8,4100.1,6,4342.1,,,,,,,,,,,,
ObjectId("5d04fee2e8e0939b92700cff"),762А+8,Москва Октябрьская,Санкт-Петербург-Главн.,11:30:00,08092019,2С,60,8,762А,226,3136.9800000000005,60,3136.9800000000005,60,3136.9800000000005,60,3136.9800000000005,60,3136.9800000000005,60,3136.9800000000005,60,3136.9800000000005,60,3136.9800000000005,60,3136.9800000000005,60,3351.8199999999997,60,3351.8199999999997,60,3351.8199999999997,60,3351.8199999999997,60,3351.8199999999997,60,3351.8199999999997,60,3300.5800000000004,60,3300.5800000000004,60,3300.5800000000004,60,3300.5800000000004,60,3300.5800000000004,60,3300.5800000000004,60,3300.5800000000004,60,3300.5800000000004,60,3300.5800000000004,60,3300.5800000000004,60,3300.5800000000004,60,3300.5800000000004,60,3300.5800000000004,60,3300.5800000000004,60,3519.46,60,3519.46,60,3519.46,60,3519.46,60,3463.5800000000004,60,3463.5800000000004,60,3463.5800000000004,58,3556.9800000000005,58,3556.9800000000005,56,3556.9800000000005,56,3556.9800000000005,56,3556.9800000000005,56,3556.9800000000005,56,3556.9800000000005,52,3556.9800000000005,52,3498.38,52,3498.38,52,3498.38,52,3498.38,52,3627.1800000000003,52,3627.1800000000003,51,3627.1800000000003,51,3627.1800000000003,51,3627.1800000000003,34,3627.1800000000003,33,3836.5800000000004,33,3836.5800000000004,29,3836.5800000000004,27,3871.65,27,3871.65,23,3871.65,20,4179.7,20,4179.7,14,4100.1,2,4342.1,,,,,,,,,,,,
ObjectId("5d04fee2e8e0939b92700d01"),762А+9,Москва Октябрьская,Санкт-Петербург-Главн.,11:30:00,08092019,2С,64,9,762А,226,3136.9800000000005,64,3136.9800000000005,64,3136.9800000000005,64,3136.9800000000005,64,3136.9800000000005,64,3136.9800000000005,64,3136.9800000000005,64,3136.9800000000005,64,3136.9800000000005,64,3351.8199999999997,64,3351.8199999999997,64,3351.8199999999997,64,3351.8199999999997,64,3351.8199999999997,64,3351.8199999999997,64,3300.5800000000004,64,3300.5800000000004,64,3300.5800000000004,64,3300.5800000000004,64,3300.5800000000004,64,3300.5800000000004,64,3300.5800000000004,64,3300.5800000000004,64,3300.5800000000004,64,3300.5800000000004,64,3300.5800000000004,64,3300.5800000000004,64,3300.5800000000004,64,3300.5800000000004,63,3519.46,63,3519.46,63,3519.46,63,3519.46,63,3463.5800000000004,63,3463.5800000000004,59,3463.5800000000004,55,3556.9800000000005,55,3556.9800000000005,55,3556.9800000000005,55,3556.9800000000005,55,3556.9800000000005,55,3556.9800000000005,54,3556.9800000000005,52,3556.9800000000005,52,3498.38,52,3498.38,52,3498.38,52,3498.38,51,3627.1800000000003,49,3627.1800000000003,49,3627.1800000000003,49,3627.1800000000003,49,3627.1800000000003,48,3627.1800000000003,6,3774.2333333333336,6,3774.2333333333336,6,3774.2333333333336,6,3774.2333333333336,6,3774.2333333333336,6,3774.2333333333336,6,4008.7666666666664,6,4008.7666666666664,4,3975.2000000000003,3,4206.200000000001,,,,,,,,,,,,
ObjectId("5d04fee2e8e0939b92700d03"),762А+10,Москва Октябрьская,Санкт-Петербург-Главн.,11:30:00,08092019,2В,44,10,762А,226,3514.3,44,3514.3,44,3514.3,41,3514.3,41,3514.3,41,3514.3,41,3514.3,41,3514.3,41,3514.3,41,3726.5,41,3726.5,41,3726.5,41,3726.5,41,3726.5,41,3726.5,41,3676.3,41,3676.3,41,3676.3,41,3676.3,41,3676.3,41,3676.3,41,3676.3,41,3676.3,41,3676.3,41,3676.3,35,3676.3,35,3676.3,35,3676.3,34,3676.3,34,3893.2,33,3893.2,31,3893.2,31,3893.2,31,3837.8,31,3837.8,31,3837.8,31,3930.3,28,3930.3,28,3930.3,28,3930.3,28,3930.3,28,3930.3,23,3964.933333333333,23,3964.933333333333,23,3905.933333333333,23,3905.933333333333,23,3905.933333333333,23,3905.933333333333,23,4034.933333333333,23,4034.933333333333,21,4034.933333333333,21,4034.933333333333,20,4034.933333333333,20,4034.933333333333,20,4246.266666666666,19,4246.266666666666,19,4246.266666666666,16,4246.266666666666,16,4246.266666666666,16,4246.266666666666,8,4445.1,7,4445.1,4,4244.4,4,4464.4,1,4464.4,,,,,,,,,,
ObjectId("5d04fee4e8e0939b92700d06"),764А+1,Москва Октябрьская,Санкт-Петербург-Главн.,11:40:00,08092019,1В,17,1,764А,226,12155.199999999999,17,12155.199999999999,17,12155.199999999999,17,12748.6,17,12748.6,17,12748.6,17,12748.6,17,12748.6,17,12748.6,17,12748.6,17,12748.6,17,12748.6,17,12748.6,17,12748.6,17,12748.6,17,12606.699999999999,17,13213,17,13213,17,13213,17,13213,17,13213,17,13213,17,13213,17,13213,17,13213,17,13213,17,13213,17,13213,17,13213,17,13213,17,13213,17,13213,17,13213,17,13058.199999999999,17,13316.199999999999,17,13316.199999999999,17,13316.199999999999,17,13316.199999999999,17,13316.199999999999,17,13316.199999999999,17,13316.199999999999,17,13316.199999999999,17,13316.199999999999,17,13316.199999999999,17,13154.966666666665,17,13154.966666666665,17,13154.966666666665,17,13509.699999999999,17,13509.699999999999,17,13509.699999999999,17,13509.699999999999,17,13509.699999999999,17,13509.699999999999,17,13509.699999999999,17,13509.699999999999,17,14090.199999999999,17,14090.199999999999,17,14090.199999999999,17,14090.199999999999,17,14090.199999999999,17,14754.566666666666,17,14754.566666666666,17,14541.699999999999,17,15186.699999999999,16,15186.699999999999,,,11,18411.7,11,18411.7,10,18411.7,8,18411.7
ObjectId("5d04fee4e8e0939b92700d08"),764А+2,Москва Октябрьская,Санкт-Петербург-Главн.,11:40:00,08092019,1С,44,2,764А,226,6509.900000000001,44,6509.900000000001,44,6509.900000000001,44,6934.8,44,6934.8,44,6934.8,44,6934.8,44,6934.8,44,6934.8,44,6934.8,44,6934.8,44,6934.8,44,6934.8,44,6934.8,44,6934.8,44,6833.400000000001,44,7267.2,44,7267.2,44,7267.2,44,7267.2,44,7267.2,44,7267.2,44,7267.2,44,7267.2,44,7267.2,44,7267.2,44,7267.2,44,7267.2,44,7267.2,44,7267.2,44,7267.2,44,7267.2,44,7267.2,44,7156.900000000001,44,7341.400000000001,44,7341.400000000001,44,7341.400000000001,44,7341.400000000001,44,7341.400000000001,44,7341.400000000001,42,7341.400000000001,42,7341.400000000001,42,7341.400000000001,42,7341.400000000001,42,7225.900000000001,42,7225.900000000001,42,7225.900000000001,42,7479.900000000001,42,7479.900000000001,42,7479.900000000001,42,7479.900000000001,42,7479.900000000001,42,7479.900000000001,42,7479.900000000001,33,7479.900000000001,33,7895.900000000001,33,7895.900000000001,33,7895.900000000001,33,7895.900000000001,33,7895.900000000001,32,8371.5,31,8371.5,29,8219.400000000001,28,8681.400000000001,27,8681.400000000001,,,29,10891.900000000001,27,10891.900000000001,25,10891.900000000001,24,10891.900000000001
